person_id,institution,program,location
20377,University of Denver,Master of Science in Computer Science,"Denver, CO"
20377,University of Denver,Certificate of Advanced in Information Systems,"Denver, CO"
20377,University of Phoenix,MBA in MBA,"Aurora, CO"
20377,Brockport State University,Bachelor of Science in Business Administration,"Brockport, NY"
20378,University of Maryland University College,Masters in Computer Systems Database Technologies,
20378,University of Maryland Eastern Shore,Bachelor of Science in Criminal Justice in Computer Science,
20379,University of Maryland University College,Master's in Information Technology,"Adelphi, MD"
20379,Pentecost University,BSc in Information Technology,Ghana
20380,Blue Mountain Community College,Oregon Transfer,"Pendleton, OR"
20382,Park University,Bachelor of Management Studies in Human Resources Management,"Parkville, MO"
20382,Community College of the Air Force,Associate of Applied Science in Information Technology,"Maxwell AFB, AL"
20382,Park University,MBA,"Parkville, MO"
20383,Mercer County Community College,Business Administration & Accounting,"West Windsor, NJ"
20383,Quantum Success Coaching Academy,certification,
20384,St. Francis College,Bachelor of Science degree in Professional Studies,"Brooklyn, NY"
20385,The University of Akron,Masters of Science in Information Systems Management,"Akron, OH"
20385,Obafemi Awolowo University,Bachelors of Science in Engineering Physics,
20386,George Mason University,Master of Science in Information Systems,"Fairfax, VA"
20386,Shandong University,Bachelor of Science in Economic Management,China
20387,New School for Public Engagement/ New School for Social Research,MA in Media Studies/Production,
20387,Council College of Mount St. Vincent,BA in Communication Arts,
20388,Kaplan University,Bachelor's of Science in Crime Scene Investigation,"New York, NY"
20388,Greenfield Community College,Associates in Liberal Arts,"Greenfield, MA"
20388,Mahar Regional High School,High School Diploma,"Orange, MA"
20389,Austin Community College,Associate of Applied Science in LAN and WAN Management,"Austin, TX"
20389,University of Texas At Austin,Bachelor of Arts in Fine Arts,"Austin, TX"
20389,University of Texas At Austin,Bachelor of Arts in Art History,"Austin, TX"
20390,Montgomery College,Associate in nursing,"Takoma Park - Silver Spring, MD"
20391,Boston University,Master of Science in Business Administration,
20391,Penn State University,Bachelor of Science in Biology,
20392,Fairleigh Dickinson University,Master of Business Administration (MBA) in Finance,"Madison, NJ"
20392,The College of New Jersey,Bachelor of Arts (B.A.) in Communications,"Ewing, NJ"
20393,Valencia College,Associates Degree in Business Management,"Orlando, FL"
20394,Kent State University at Kent,BS in Sociology,"Kent, OH"
20395,Worcester Polytechnic Institute,Bachelors of Science in Computer Science,"Worcester, MA"
20395,Darien High School,,"Darien, CT"
20396,"University of Washington, Foster School of Business",Master of Business Administration in Technology Management,"Seattle, WA"
20396,"University of West Florida, College of Arts, Social Sciences",Bachelor of Arts in Philosophy,"Pensacola, FL"
20397,Bismarck High School,Diploma,"Bismarck, ND"
20398,"University of Texas - Dallas, TX",Master of Science in Computer Science,"Dallas, TX"
20398,"Osmania University - Hyderabad, Telangana",BS in Engineering,"Hyderabad, Telangana"
20399,Clear Creek High School,General,"League City, TX"
20400,Christian Leadership University,Counseling,
20400,Adams State College,Psychology,
20401,University of Lagos,Zoology,"Lagos, NG"
20402,Texas,B.S.,
20403,ITT Technical Institute,Bachelor of Science in Electronics Engineering Technology,"Anaheim, CA"
20404,High school or equivalent,,
20405,High school or equivalent,,
20406,Radford University,M.S. in English,"Radford, VA"
20406,Radford University,B.A. in English,"Radford, VA"
20407,University of Calabar,B.S.C in Business Administration,Calabar
20408,UNIVERSITY OF OREGON,BS in Finance,"Eugene, OR"
20409,Parks Business College,Internal Management,
20410,Leeds University,BSc in Physics,
20411,Stephen F. Austin State University,Bachelor of Arts in Communications,"Nacogdoches, TX"
20412,University of Maryland Baltimore County,Bachelor of Arts in Health Administration and Policy,"Baltimore, MD"
20412,Strategic Intelligence Tech Institute,Certificate of Completion in Microsoft SQL Server 2008: Implementation and Maintenance,
20413,University of Bombay,Bachelor of Engineering (Computer Technology),"Mumbai, Maharashtra"
20414,Lone Star College,Associates of Applied Science in Business Management,
20416,Webster University,Master of Arts in IT Management,"Jacksonville, FL"
20416,Tennessee State University,Bachelor of Science in Psychology,"Nashville, TN"
20417,DeVry University - Keller Graduate School of Management,MBA,
20417,University of Maryland - College Park,Bachelor of Science in Management of Information Sciences,"College Park, MD"
20418,"University of Texas - Austin, TX",Bachelors in Psychology Biology,"Austin, TX"
20419,West Morris Central Regional High School,High school or equivalent,"Chester, NJ"
20420,Thomas A. Edison State College,Bachelor's in Computer Science and Information Systems,"Trenton, NJ"
20420,Smith and Solomon Commercial Driver Training,Commercial Driver's License (CDL) Class A,"Linden, NJ"
20421,INTERNATIONAL ACADEMY OF DESIGN,Bachelor of Fine Arts in Visual Communications in Video and Animation Production,"Chicago, IL"
20421,LINCOLN UNIVERSITY,Bachelor of Science in Computer Information Systems in Computer Information Systems,"Jefferson City, MO"
20422,Oakland University,BA in Communication,"Rochester, MI"
20422,University of California - Santa Barbara,MS in Computer Science,"Santa Barbara, CA"
20423,DELGADO COMMUNITY COLLEGE,,"New Orleans, LA"
20424,Capella University,Master's in business administration in Education,
20424,Birla Institute of Technical Sciences,Master of Science in Software Engineering,
20424,Capella University,Master's in business administration in business administration,
20424,"Birla Institute of Technical Sciences - Pilani, Rajasthan",Master of Science in Software Engineering,"Pilani, Rajasthan"
20424,"Madras University - Chennai, Tamil Nadu",Bachelor of Science in Computer Science,"Chennai, Tamil Nadu"
20425,Yale University,Electronics Design and Development Engineer,"New Haven, CT"
20426,Rhode Island School of Photography,Certificate of Completion in Comprehensive and Advanced Photographic Programs,"Providence, RI"
20427,Memphis School for the Deaf,Computer Science in Business,
20427,Southeast College of Technology,,
20428,BOSPHORUS UNIVERSITY,BS in CIVIL ENGINEERING,
20429,University of D.C.,Masters in Public Administration,"Washington, DC"
20429,University of D.C.,B.A. in Political Science,"Washington, DC"
20429,Strayer University,Associate in Computer Information Systems,
20430,Education America,Associate of Applied Science in Computer Information Systems,"Topeka, KS"
20431,PALM BEACH STATE COLLEGE,ASSOCIATES,
20431,SEMINOLE RIDGE HIGH SCHOOL,HIGH SCHOOL DIPLOMA,
20432,Seattle Pacific University,MS in Management,"Seattle, WA"
20432,Gujrat University,M.SC,
20433,University of Maryland Baltimore County,BACHELOR OF SCIENCE in INFORMATION SYSTEMS,"Baltimore, MD"
20434,Central University of Technology,,
20435,University of Central Oklahoma,,"Edmond, OK"
20435,Prague Sr. High School,,
20436,Dunedin High School,High School Diploma,"Dunedin, FL"
20437,Addis Ababa University,MSc in Demography,Addis Ababa
20437,Addis Ababa University,Bachelor degree in Economics,Addis Ababa
20437,Edmonds Community College,Database Administration,"Lynnwood, WA"
20438,George Mason University,Masters of Science in Information Systems,"Fairfax, VA"
20438,University of Mumbai,Bachelor of Engineering in Computer Science,"Mumbai, Maharashtra"
20439,Kennesaw State University,Bachelor's in Business Administration,"Marietta, GA"
20440,"Addis Ababa University, College of Commerce",BA in Business Administration & Information Systems,Addis Ababa
20441,Midlands State University,Bachelor's,
20442,"JNT University - Hyderabad, Telangana",M.Tech in comp,"Hyderabad, Telangana"
20443,University of Dhaka,Bachelor's in Mathematics,
20444,Universidad Politecnica de Puerto Rico,Bachelor's,
20445,University of Buea,Bachelor of Science in Computer Science,
20446,Central Connecticut State University,Masters of Science in Computer Science and Engineering,"New Britain, CT"
20446,Jawaharlal Nehru Technological University,Bachelors of Science in Computer Science and Engineering,"Hyderabad, Andhra Pradesh"
20447,Jawaharlal Nehru Technological University,Electronics and Communication Engineering,"Hyderabad, Andhra Pradesh, India"
20447,Fairfield University,Master of Engineering in Electrical and Computer Engineering,
20448,NORTHERN ILLINOIS UNIVERSITY,MASTERS IN COMPUTER SCIENCE,"DeKalb, IL"
20448,AMRITA UNIVERSITY,BACHELORS IN COMPUTER SCIENCE,"Coimbatore, Tamil Nadu"
20449,Long Island University,MBA in Business Administration,"New York, NY"
20450,Lindenwood University,MBA in Finance / Information Systems,
20450,Lindenwood University,Bachelor of Science in Computer Science,
20451,Some college,,
20452,"Santhosha Engineering College, Anna University",Bachelor of Engineering in Engineering,
20453,WILMINGTON UNIVERSITY,MASTERS in INFORMATION ASSURANCE,
20453,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,BACHELOR'S in INFORMATION TECHNOLOGY,"Hyderabad, Andhra Pradesh"
20454,WILLAM PATERSON UNIVERSITY OF NEW JERSERY,Bachelor's in Computer Information Technology,2019
20454,VEER NARMAD SOUTH GUJARAT UNIVERSITY,Bachelor in Computer,2013
20456,Chicago State University,Master of Science in Computer Science,"Chicago, IL"
20456,Balqa' Applied University,Bachelor of Arts in Management Information System,
20457,Western Governors University,MSN in Leadership and Management,"Salt Lake City, UT"
20457,Western Governors University,BSN,"Salt Lake City, UT"
20457,Walden University,,"Minneapolis, MN"
20458,University of Idaho,MS in Engineering,
20458,International Islamic University,BS in Computer Science & Engineering,
20459,B.tech in computer science,B.tech in computer science,benagaluru
20460,Manipal University,M.C.A,
20460,Kakatiya University,B.Sc,
20461,University of Lagos,Bachelor of Science in Computer Science,"Lagos, NG"
20462,AMA Computer College,Bachelor's in Computer Science,"Rizal, Philippines"
20463,University of Minnesota,,"Minneapolis, MN"
20464,Benedictine University,Masters in Information Systems,"Lisle, IL"
20464,Benedictine University,Bachelor of Science in Biology,"Lisle, IL"
20466,University of Texas at Arlington,Bachelor of Business Administration in Management,"Arlington, TX"
20468,University Of District Of Columbia,Associate of Applied Science in Computer Science,"Washington, DC"
20468,Addis Ababa Universty,Associate of Applied Science in Secretery Science,
20469,Symbiosis Center - New Delhi,Masters in Business PGDIT,"New Delhi, IL"
20469,GGSIPU - New Delhi,Bachelors in Technology in ECE,"New Delhi, IL"
20469,The Air Force School - New Delhi,Bachelor in Electronics,"New Delhi, Delhi"
20469,The Air Force School - New Delhi,S.S.C,"New Delhi, Delhi"
20470,Missouri State University,BS in History,"Springfield, MO"
20471,DEVRY UNIVERSITY,Computer Information Systems,
20472,George Mason University,Bachelors of Science,
20473,Coventry University,Master's in Information Technology,"Coventry, United Kingdom"
20473,Ladoke Akintola University Of Technology,Bachelor's in Science Lab Technology,Nigeria
20474,Coventry University,Masters of Science in Information Technology,Coventry
20474,Ladoke Akintola University of Technology,Bachelor of Technology in Science Lab Technology,
20475,University of Maryland University College,Bachelors of Science,"Largo, MD"
20476,University of Cape Coast,Bachelor's in Information Technology,"Cape Coast, Ghana"
20479,Madison College,Associates in Web Analyst/Programmer,"Madison, WI"
20480,Lawrence Technological University,Master of Science in Computer Science,Southfield
